gender,degree,born,Family_income,nation_race,nation_welfare,Assistance_to_the_poor,social_security,natcrime,natdrug,Immigration,relig,religinf,opsex,homo_marriage,abortion,age_group,race
Female,Bachelors,No,"$60,000 ~ $89,999",About right,About right,NA,About right,About right,2,Agree,None,Strongly agree,NA,Strongly agree,NA,50-59 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,NA,Too little,About right,2,Neither,Christian,Neither,NA,Strongly disagree,NA,60-69 years old,White
NA,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Christian,NA,NA,Strongly disagree,No,NA,Black
Female,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Very important,NA,NA,60-69 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,About right,1,Neither,None,Agree,NA,NA,NA,80-89 years old,White
Female,Less than high school,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Strongly agree,Catholic,Strongly disagree,NA,Agree,No,NA,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,Too little,About right,1,Neither,Catholic,Neither,NA,NA,NA,40-49 years old,White
Male,High School,No,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Agree,NA,Disagree,NA,Disagree,Yes,NA,Other
Female,Bachelors,Yes,"$170,000 or over",Too much,Too much,NA,About right,Too much,1,NA,Christian,Strongly disagree,Not important at all,Disagree,NA,50-59 years old,White
Female,Graduate,No,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,Very important,Strongly agree,No,40-49 years old,Asian
Female,Less than high school,No,NA,NA,NA,Too little,Too little,NA,NA,Agree,Catholic,Agree,NA,Strongly agree,No,30-39 years old,Hispanic
Female,High School,No,NA,Too little,Too little,NA,Too little,Too little,2,Disagree,None,Neither,NA,Strongly agree,NA,40-49 years old,Asian
Male,Graduate,No,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Not important at all,Strongly disagree,No,40-49 years old,Asian
Female,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,Neither,Christian,Neither,NA,Strongly agree,Yes,20-29 years old,White
Female,Graduate,Yes,"$170,000 or over",Too little,Too little,NA,Too little,Too little,1,Disagree,Christian,Strongly disagree,NA,Disagree,NA,30-39 years old,Black
Female,High School,Yes,"Under $10,000",Too little,Too little,NA,About right,Too little,1,NA,None,Strongly agree,Fairly important,Strongly agree,NA,40-49 years old,Black
Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,NA,About right,Too little,1,Disagree,None,Strongly agree,NA,NA,NA,30-39 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,NA,Too much,About right,2,NA,None,Neither,Not important at all,Strongly agree,NA,60-69 years old,White
Male,Less than high school,No,NA,About right,About right,NA,About right,About right,1,NA,None,NA,NA,Neither,NA,30-39 years old,Hispanic
Female,High School,No,"$90,000 ~ $129,999",About right,About right,NA,Too little,About right,1,Agree,Catholic,Disagree,NA,Disagree,NA,80-89 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Neither,Not very important,NA,NA,60-69 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not important at all,Strongly agree,No,50-59 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",Too little,About right,NA,Too little,Too little,1,NA,Christian,Disagree,Not important at all,Neither,NA,50-59 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Agree,NA,Agree,Yes,70-79 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,NA,Strongly disagree,No,40-49 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",Too much,Too little,NA,Too little,About right,2,NA,Catholic,Strongly disagree,Fairly important,Strongly disagree,NA,60-69 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",Too much,Too much,NA,Too little,Too much,1,Strongly agree,Christian,Disagree,NA,Neither,NA,60-69 years old,White
NA,Less than high school,NA,Refused,About right,Too little,NA,About right,Too little,2,NA,NA,NA,NA,NA,NA,NA,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,About right,Too little,NA,NA,Strongly agree,Catholic,Neither,NA,Strongly agree,No,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,NA,Too little,About right,3,NA,None,Neither,Not important at all,Neither,NA,60-69 years old,White
Female,Less than high school,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Not important at all,NA,NA,30-39 years old,Black
Male,Graduate,Yes,"$60,000 ~ $89,999",About right,About right,NA,About right,Too little,1,Disagree,Christian,Disagree,NA,Disagree,NA,70-79 years old,White
Female,Graduate,Yes,"Under $10,000",About right,Too little,NA,Too little,Too little,1,NA,Catholic,Neither,NA,Neither,NA,60-69 years old,Other
Male,Less than high school,No,NA,About right,About right,NA,About right,About right,2,Neither,Other,NA,NA,Strongly disagree,NA,NA,Hispanic
Female,Graduate,Yes,"$170,000 or over",Too little,About right,NA,Too little,Too little,1,Disagree,Catholic,Neither,NA,Neither,NA,40-49 years old,White
Female,Less than high school,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,No,40-49 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,NA,Catholic,Neither,Not very important,NA,NA,40-49 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",Too little,About right,NA,About right,Too little,2,NA,Catholic,Disagree,NA,Strongly agree,NA,20-29 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",About right,Too little,NA,Too little,Too little,1,Neither,Catholic,Disagree,NA,Strongly agree,NA,40-49 years old,Hispanic
Female,Associate College,Yes,"$90,000 ~ $129,999",Too much,Too much,NA,Too little,About right,3,NA,Christian,Disagree,Very important,Neither,NA,70-79 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,Too much,Too much,1,Agree,Catholic,Agree,NA,NA,NA,40-49 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,NA,Catholic,NA,NA,Strongly agree,No,30-39 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Disagree,Catholic,Agree,NA,Strongly agree,Yes,70-79 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,NA,Christian,Strongly disagree,Fairly important,NA,NA,60-69 years old,White
Female,Bachelors,Yes,"$40,000 ~ $59,999",About right,About right,NA,Too little,Too little,2,NA,Catholic,Neither,Not important at all,Strongly agree,NA,50-59 years old,White
Female,High School,NA,"Under $10,000",NA,NA,Too little,About right,NA,NA,NA,None,Disagree,NA,Neither,No,30-39 years old,White
Male,Less than high school,Yes,"Under $10,000",Too little,Too little,NA,Too little,Too much,3,NA,Christian,Neither,Very important,Agree,NA,20-29 years old,American Native
Male,Bachelors,Yes,"$40,000 ~ $59,999",About right,About right,NA,Too little,Too little,1,Agree,None,Disagree,NA,Strongly agree,NA,20-29 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,About right,1,NA,Catholic,Neither,Not important at all,Strongly agree,NA,30-39 years old,Hispanic
Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not important at all,NA,NA,NA,White
Female,Associate College,No,"$130,000 ~ $169,999",About right,Too much,NA,Too much,About right,2,Neither,Christian,Agree,NA,Agree,NA,60-69 years old,White
Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,About right,Too much,NA,NA,NA,Catholic,Agree,NA,Agree,Yes,20-29 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too much,Too much,NA,NA,Agree,Christian,Strongly agree,NA,Strongly disagree,No,40-49 years old,Hispanic
Male,High School,Yes,"$60,000 ~ $89,999",Too much,Too much,NA,About right,About right,1,NA,Christian,NA,Not very important,Strongly disagree,NA,60-69 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,About right,Too little,NA,NA,Strongly agree,Catholic,Disagree,NA,Disagree,No,60-69 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",About right,Too much,NA,Too little,Too little,1,NA,Christian,NA,NA,Neither,NA,NA,White
Male,High School,Yes,NA,Too much,About right,NA,About right,About right,2,NA,Buddhism,Strongly disagree,NA,Disagree,NA,20-29 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Fairly important,Strongly agree,No,40-49 years old,Other
Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,Neither,None,Neither,NA,Disagree,NA,40-49 years old,Other
Male,Less than high school,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,2,NA,Catholic,NA,NA,Neither,NA,NA,White
Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,Too little,2,Neither,Christian,Disagree,NA,NA,NA,70-79 years old,Hispanic
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,None,Agree,Not important at all,NA,NA,30-39 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Not important at all,Strongly agree,No,40-49 years old,Hispanic
Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,Too little,Too little,1,Strongly disagree,None,Strongly agree,NA,NA,NA,40-49 years old,White
Female,Graduate,No,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Other,Neither,NA,NA,NA,40-49 years old,White
Male,Associate College,No,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,Disagree,Catholic,NA,NA,Strongly disagree,No,60-69 years old,Other
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,NA,None,Agree,Very important,NA,NA,30-39 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,NA,Too little,Too little,1,NA,NA,Disagree,Not important at all,Agree,NA,50-59 years old,Other
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Very important,Strongly agree,Yes,70-79 years old,White
Male,NA,Yes,"$130,000 ~ $169,999",About right,About right,NA,About right,NA,2,Strongly disagree,Christian,Agree,NA,NA,NA,NA,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,None,Agree,Fairly important,Strongly agree,Yes,20-29 years old,White
Female,Bachelors,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,NA,Not important at all,Agree,Yes,NA,White
Male,Graduate,Yes,"$170,000 or over",NA,NA,About right,About right,NA,NA,NA,Christian,NA,Not very important,NA,NA,50-59 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,About right,NA,About right,About right,1,Disagree,None,Strongly agree,NA,Strongly agree,NA,20-29 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Fairly important,NA,NA,70-79 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,About right,About right,NA,NA,NA,Christian,Disagree,Fairly important,NA,NA,30-39 years old,Hispanic
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Agree,Christian,Neither,NA,Strongly agree,Yes,70-79 years old,White
Male,Graduate,Yes,"$170,000 or over",About right,About right,NA,About right,About right,2,NA,None,Strongly agree,Not very important,Strongly agree,NA,40-49 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,About right,NA,NA,Strongly agree,Christian,Disagree,NA,Neither,No,70-79 years old,White
Female,High School,Yes,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,None,Agree,Fairly important,NA,NA,20-29 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too much,NA,Too little,Too little,2,Agree,Christian,Strongly disagree,NA,Strongly disagree,NA,70-79 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,NA,About right,Too little,1,Agree,Christian,Disagree,NA,Agree,NA,30-39 years old,White
Female,Bachelors,Yes,"$130,000 ~ $169,999",About right,About right,NA,Too little,Too little,1,Disagree,Catholic,Disagree,NA,NA,NA,50-59 years old,White
Male,Associate College,Yes,"$60,000 ~ $89,999",About right,About right,NA,About right,About right,2,Disagree,None,Agree,NA,NA,NA,20-29 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,NA,About right,Too little,1,Neither,None,Agree,NA,NA,NA,50-59 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too much,About right,NA,NA,NA,Christian,Neither,Not very important,Agree,Yes,40-49 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too much,About right,NA,NA,NA,Catholic,Disagree,Essential,Disagree,No,80-89 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,About right,Too little,NA,NA,Neither,None,Neither,NA,Disagree,Yes,50-59 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,NA,None,Neither,Not very important,NA,NA,60-69 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,Not very important,NA,NA,70-79 years old,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly agree,Not very important,Strongly agree,Yes,40-49 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly agree,Fairly important,Disagree,No,40-49 years old,White
Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,None,Agree,NA,Strongly agree,No,30-39 years old,Other
Female,High School,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Strongly disagree,Catholic,Disagree,NA,NA,NA,40-49 years old,Hispanic
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly disagree,Fairly important,NA,NA,40-49 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,Too little,1,NA,None,Neither,NA,Neither,NA,40-49 years old,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",About right,Too little,NA,Too little,Too little,2,NA,Christian,Neither,Not important at all,Strongly agree,NA,50-59 years old,Black
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too much,Too little,NA,NA,Agree,Christian,NA,NA,Disagree,No,70-79 years old,Other
Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,Too little,About right,2,NA,None,Agree,Not important at all,Strongly agree,NA,50-59 years old,White
Female,Bachelors,No,"$130,000 ~ $169,999",NA,NA,Too little,NA,NA,NA,NA,Catholic,Strongly agree,NA,NA,NA,50-59 years old,NA
Female,Graduate,No,"$170,000 or over",Too much,Too much,NA,Too little,Too little,3,NA,Other,Disagree,Not important at all,Agree,NA,50-59 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,About right,NA,NA,Neither,Christian,Neither,NA,Strongly agree,No,40-49 years old,White
Male,Associate College,Yes,"$90,000 ~ $129,999",NA,Too little,NA,Too little,About right,1,NA,None,Agree,NA,Strongly agree,NA,30-39 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Strongly agree,NA,NA,NA,NA,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",Too much,Too much,NA,About right,Too little,1,NA,Catholic,Strongly disagree,Not important at all,Strongly disagree,NA,70-79 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Disagree,Not important at all,Strongly agree,Yes,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,Neither,None,Strongly agree,NA,Strongly agree,Yes,20-29 years old,White
Male,Associate College,Yes,NA,NA,NA,About right,Too little,NA,NA,NA,Christian,Disagree,Not important at all,NA,NA,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,None,NA,NA,NA,NA,20-29 years old,Hispanic
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly agree,Essential,Strongly agree,Yes,40-49 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,NA,Too little,1,NA,None,Neither,Not important at all,Strongly agree,NA,70-79 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,About right,Too little,NA,NA,NA,None,Strongly agree,Fairly important,Strongly agree,Yes,30-39 years old,White
NA,Graduate,Yes,Refused,Too little,Too little,NA,Too little,Too little,1,NA,Other,NA,NA,NA,NA,NA,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Other,Neither,Very important,Agree,Yes,NA,White
Male,High School,Yes,"Under $10,000",Too little,About right,NA,Too little,About right,1,Neither,None,Agree,NA,NA,NA,50-59 years old,White
Female,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,Agree,None,Disagree,NA,Strongly agree,No,50-59 years old,White
Male,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,Neither,None,Neither,NA,Strongly agree,Yes,20-29 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,About right,NA,NA,NA,None,Neither,Not very important,NA,NA,70-79 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",About right,Too much,NA,About right,About right,1,NA,None,Agree,Not very important,Strongly agree,NA,20-29 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Strongly agree,NA,Strongly agree,NA,60-69 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,NA,About right,About right,2,NA,Christian,Disagree,Not important at all,Strongly agree,NA,20-29 years old,White
Male,High School,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Not important at all,Neither,Yes,40-49 years old,White
